ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
1666;1567;Mobile Application Development;37;16;Software Development;08/04/2020;5;High Quality Work;MA1;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
1667;1568;Mobile Application Development;29;14;Software Development;21/02/2020;-4;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1668;1569;Mobile Application Development;49;60;Software Development;04/02/2020;-5;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1669;1570;Mobile Application Development;98;34;Software Development;07/03/2020;-4;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1670;1571;Mobile Application Development;71;21;Network Administration;16/02/2020;4;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;USA
1671;1572;Mobile Application Development;67;29;Software Development;22/04/2020;-10;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;jw@gmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;USA
1672;1573;Mobile Application Development;95;14;Software Development;09/05/2020;0;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;Luxembourg
1673;1574;Mobile Application Development;99;50;Software Development;03/03/2020;3;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1674;1575;Mobile Application Development;64;59;Software Development;24/01/2020;-1;Non-expert, problem unsolved;JW1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1675;1576;Mobile Application Development;40;31;Software Development;31/01/2020;6;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Street 92, 90, New York;Portugal
1676;1577;Mobile Application Development;25;57;Network Administration;17/04/2020;-2;High Quality Work;MS3;John Wayne;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
1677;1578;Mobile Application Development;92;10;Network Administration;13/02/2020;6;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1678;1579;Mobile Application Development;20;12;Software Development;08/01/2020;5;High Quality Work;JW1;Marion Antoine;Junior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Boulevard Royal, 100;USA
1679;1580;Mobile Application Development;23;41;Software Development;23/03/2020;-6;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1680;1581;Mobile Application Development;49;58;Software Development;06/02/2020;4;Non-expert, problem unsolved;MS3;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
1681;1582;Mobile Application Development;54;52;Software Development;05/01/2020;-5;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1682;1583;Mobile Application Development;83;26;Network Administration;24/05/2020;-6;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
1683;1584;Mobile Application Development;46;37;Software Development;30/04/2020;8;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1684;1585;Mobile Application Development;90;41;Software Development;05/05/2020;-8;High Quality Work;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;USA
1685;1586;Mobile Application Development;98;25;Software Development;15/05/2020;-9;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
1686;1587;Mobile Application Development;49;47;Software Development;14/05/2020;9;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;USA
1687;1588;Mobile Application Development;46;10;Software Development;02/05/2020;1;Non-expert, problem unsolved;JW1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1688;1589;Mobile Application Development;62;12;Software Development;07/02/2020;7;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Street 92, 90, New York;Portugal
1689;1590;Mobile Application Development;80;25;Software Development;03/01/2020;-2;High Quality Work;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1690;1591;Mobile Application Development;78;13;Network Administration;13/02/2020;10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
1691;1592;Mobile Application Development;38;34;Software Development;14/05/2020;10;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1692;1593;Mobile Application Development;40;26;Software Development;08/05/2020;-5;High Quality Work;MA1;John Wayne;Senior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1693;1594;Mobile Application Development;32;39;Software Development;05/02/2020;-6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
1694;1595;Mobile Application Development;63;58;Software Development;28/01/2020;-6;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1695;1596;Mobile Application Development;53;34;Software Development;07/05/2020;-7;High Quality Work;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
1696;1597;Mobile Application Development;20;51;Software Development;31/03/2020;-5;High Quality Work;MA1;John Wayne;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
1697;1598;Mobile Application Development;21;39;Network Administration;11/04/2020;-2;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1698;1599;Mobile Application Development;67;60;Software Development;14/04/2020;-10;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
1699;1600;Mobile Application Development;96;45;Network Administration;15/05/2020;-2;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
1700;1601;Mobile Application Development;88;44;Software Development;02/03/2020;4;High Quality Work;JW1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1701;1602;Mobile Application Development;98;17;Network Administration;21/05/2020;2;High Quality Work;JW1;John Wayne;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
1702;1603;Mobile Application Development;54;28;Software Development;15/04/2020;6;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
1703;1604;Mobile Application Development;44;36;Software Development;11/03/2020;7;Non-expert, problem unsolved;MA1;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1704;1605;Mobile Application Development;98;15;Software Development;13/01/2020;2;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1705;1606;Mobile Application Development;25;47;Software Development;02/01/2020;-2;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
1706;1607;Mobile Application Development;89;24;Software Development;01/05/2020;-7;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;USA
1707;1608;Mobile Application Development;59;55;Software Development;16/04/2020;-9;High Quality Work;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1708;1609;Mobile Application Development;67;26;Software Development;14/04/2020;-2;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1709;1610;Mobile Application Development;74;48;Software Development;14/02/2020;6;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;jw@gmail.com;213456789;PT120010001234567891;Street 92, 90, New York;Portugal
1710;1611;Mobile Application Development;93;35;Software Development;08/04/2020;9;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1711;1612;Mobile Application Development;24;24;Network Administration;14/05/2020;-6;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1712;1613;Mobile Application Development;51;32;Software Development;31/03/2020;-10;High Quality Work;JW1;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1713;1614;Mobile Application Development;65;51;Software Development;25/02/2020;6;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
1714;1615;Mobile Application Development;32;44;Network Administration;13/05/2020;3;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1715;1616;Mobile Application Development;38;57;Software Development;01/03/2020;1;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1716;1617;Mobile Application Development;92;51;Software Development;20/04/2020;-6;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Portugal
1717;1618;Mobile Application Development;44;35;Network Administration;25/04/2020;2;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
1718;1619;Mobile Application Development;50;55;Network Administration;21/02/2020;3;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1719;1620;Mobile Application Development;56;18;Software Development;08/05/2020;4;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1720;1621;Mobile Application Development;89;15;Network Administration;25/01/2020;8;High Quality Work;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;Portugal
1721;1622;Mobile Application Development;51;15;Network Administration;11/05/2020;-6;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;Portugal
1722;1623;Mobile Application Development;66;19;Software Development;08/05/2020;-4;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;USA
1723;1624;Mobile Application Development;52;26;Software Development;08/03/2020;-10;High Quality Work;JW1;John Wayne;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;USA
1724;1625;Mobile Application Development;97;48;Software Development;23/05/2020;10;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1725;1626;Mobile Application Development;79;22;Network Administration;12/02/2020;-4;Non-expert, problem unsolved;MA1;John Wayne;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
1726;1627;Mobile Application Development;70;50;Network Administration;18/02/2020;-6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1727;1628;Mobile Application Development;58;59;Network Administration;30/04/2020;3;Non-expert, problem unsolved;MS3;John Wayne;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1728;1629;Mobile Application Development;20;54;Software Development;19/04/2020;-9;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1729;1630;Mobile Application Development;31;12;Software Development;13/01/2020;3;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1730;1631;Mobile Application Development;84;40;Software Development;27/03/2020;5;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;USA
1731;1632;Mobile Application Development;65;12;Software Development;23/03/2020;8;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1732;1633;Mobile Application Development;98;11;Software Development;12/04/2020;2;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
1733;1634;Mobile Application Development;74;12;Network Administration;08/05/2020;0;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1734;1635;Mobile Application Development;48;53;Software Development;05/03/2020;-6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1735;1636;Mobile Application Development;65;15;Software Development;22/01/2020;8;Non-expert, problem unsolved;JW1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
1736;1637;Mobile Application Development;95;15;Software Development;26/01/2020;6;High Quality Work;MA1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1737;1638;Mobile Application Development;60;38;Software Development;23/03/2020;-10;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;USA
1738;1639;Mobile Application Development;89;30;Software Development;04/03/2020;0;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1739;1640;Mobile Application Development;74;48;Software Development;26/04/2020;6;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
